"annotation_id","annotator","created_at","id","label","lead_time","text","updated_at"
143,"1","2025-08-29T09:51:42.651924Z","sms-00020","spam",4.373,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+","2025-08-29T09:51:42.651942Z"
144,"1","2025-08-29T09:51:46.426153Z","sms-00021","ham",3.605,"Is that seriously how you spell his name?","2025-08-29T09:51:46.426169Z"
145,"1","2025-08-29T09:51:48.393707Z","sms-00022","ham",1.81,"I‘m going to try for 2 months ha ha only joking","2025-08-29T09:51:48.393723Z"
146,"1","2025-08-29T09:51:51.823063Z","sms-00023","unclear",3.269,"So ü pay first lar... Then when is da stock comin...","2025-08-29T09:51:51.823074Z"
147,"1","2025-08-29T09:52:02.350089Z","sms-00024","ham",10.369,"Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?","2025-08-29T09:52:02.350112Z"
148,"1","2025-08-29T09:52:03.648179Z","sms-00025","ham",1.134,"Ffffffffff. Alright no way I can meet up with you sooner?","2025-08-29T09:52:03.648197Z"
149,"1","2025-08-29T09:52:08.637673Z","sms-00026","ham",4.815,"Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol","2025-08-29T09:52:08.637691Z"
150,"1","2025-08-29T09:52:12.814464Z","sms-00027","ham",4.025,"Lol your always so convincing.","2025-08-29T09:52:12.814488Z"
151,"1","2025-08-29T09:52:15.479615Z","sms-00028","ham",2.522,"Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?","2025-08-29T09:52:15.479633Z"
152,"1","2025-08-29T09:52:17.422180Z","sms-00029","ham",1.784,"I'm back &amp; we're packing the car now, I'll let you know if there's room","2025-08-29T09:52:17.422201Z"
153,"1","2025-08-29T09:52:24.558219Z","sms-00030","ham",6.966,"Ahhh. Work. I vaguely remember that! What does it feel like? Lol","2025-08-29T09:52:24.558236Z"
154,"1","2025-08-29T09:52:26.646556Z","sms-00031","ham",1.953,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us","2025-08-29T09:52:26.646568Z"
155,"1","2025-08-29T09:52:30.148847Z","sms-00032","ham",3.362,"Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? ","2025-08-29T09:52:30.148869Z"
156,"1","2025-08-29T09:52:31.332214Z","sms-00033","ham",1.039,"K tell me anything about you.","2025-08-29T09:52:31.332227Z"
157,"1","2025-08-29T09:52:37.601798Z","sms-00034","ham",6.107,"For fear of fainting with the of all that housework you just did? Quick have a cuppa","2025-08-29T09:52:37.601812Z"
158,"1","2025-08-29T09:52:39.661818Z","sms-00035","spam",1.923,"Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged","2025-08-29T09:52:39.661837Z"
159,"1","2025-08-29T09:52:42.234548Z","sms-00036","ham",2.411,"Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am","2025-08-29T09:52:42.234565Z"
160,"1","2025-08-29T09:52:44.285442Z","sms-00037","ham",1.891,"Oops, I'll let you know when my roommate's done","2025-08-29T09:52:44.285461Z"
161,"1","2025-08-29T09:52:45.627926Z","sms-00038","ham",1.18,"I see the letter B on my car","2025-08-29T09:52:45.627944Z"
162,"1","2025-08-29T09:52:50.961321Z","sms-00039","ham",5.161,"Anything lor... U decide...","2025-08-29T09:52:50.961341Z"
163,"1","2025-08-29T09:52:57.436958Z","sms-00040","ham",6.314,"Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!","2025-08-29T09:52:57.436975Z"
164,"1","2025-08-29T09:52:59.497982Z","sms-00041","ham",1.907,"Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola","2025-08-29T09:52:59.498001Z"
165,"1","2025-08-29T09:53:04.698475Z","sms-00042","ham",5.047,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy","2025-08-29T09:53:04.698490Z"
166,"1","2025-08-29T09:53:08.591355Z","sms-00043","spam",3.738,"07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow","2025-08-29T09:53:08.591374Z"
167,"1","2025-08-29T09:53:09.813737Z","sms-00044","ham",1.06,"WHO ARE YOU SEEING?","2025-08-29T09:53:09.813755Z"
168,"1","2025-08-29T09:53:17.104901Z","sms-00045","ham",7.13,"Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...","2025-08-29T09:53:17.104914Z"
169,"1","2025-08-29T09:53:18.790902Z","sms-00046","ham",1.545,"No calls..messages..missed calls","2025-08-29T09:53:18.790923Z"
170,"1","2025-08-29T09:53:20.705314Z","sms-00047","ham",1.768,"Didn't you get hep b immunisation in nigeria.","2025-08-29T09:53:20.705339Z"
171,"1","2025-08-29T09:53:22.122894Z","sms-00048","ham",1.262,"Fair enough, anything going on?","2025-08-29T09:53:22.122911Z"
172,"1","2025-08-29T09:53:25.483815Z","sms-00049","ham",3.216,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit","2025-08-29T09:53:25.483834Z"
173,"1","2025-08-29T09:53:34.295661Z","sms-00050","ham",8.66,"U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.","2025-08-29T09:53:34.295680Z"
174,"1","2025-08-29T09:53:36.411035Z","sms-00051","ham",1.965,"What you thinked about me. First time you saw me in class.","2025-08-29T09:53:36.411065Z"
175,"1","2025-08-29T09:53:44.946868Z","sms-00052","ham",8.371,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;","2025-08-29T09:53:44.946884Z"
176,"1","2025-08-29T09:53:47.405005Z","sms-00053","ham",2.306,"K fyi x has a ride early tomorrow morning but he's crashing at our place tonight","2025-08-29T09:53:47.405024Z"
177,"1","2025-08-29T09:53:49.684759Z","sms-00054","ham",2.139,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.","2025-08-29T09:53:49.684778Z"
178,"1","2025-08-29T09:53:52.005637Z","sms-00055","spam",2.169,"SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV","2025-08-29T09:53:52.005654Z"
179,"1","2025-08-29T09:53:54.596535Z","sms-00056","spam",2.426,"Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;","2025-08-29T09:53:54.596557Z"
180,"1","2025-08-29T09:53:56.057229Z","sms-00057","spam",1.306,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ","2025-08-29T09:53:56.057246Z"
181,"1","2025-08-29T09:53:58.102865Z","sms-00058","ham",1.899,"Sorry, I'll call later in meeting.","2025-08-29T09:53:58.102874Z"
182,"1","2025-08-29T09:53:59.448877Z","sms-00059","ham",1.198,"Tell where you reached","2025-08-29T09:53:59.448896Z"
183,"1","2025-08-29T09:54:01.796196Z","sms-00060","unclear",2.198,"Yes..gauti and sehwag out of odi series.","2025-08-29T09:54:01.796212Z"
184,"1","2025-08-29T09:54:06.793187Z","sms-00061","ham",4.848,"Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.","2025-08-29T09:54:06.793208Z"
185,"1","2025-08-29T09:54:09.115988Z","sms-00062","ham",2.14,"Ha ha ha good joke. Girls are situation seekers.","2025-08-29T09:54:09.116007Z"
186,"1","2025-08-29T09:54:14.690095Z","sms-00063","ham",5.414,"Its a part of checking IQ","2025-08-29T09:54:14.690114Z"
187,"1","2025-08-29T09:54:17.882607Z","sms-00064","ham",3.032,"Sorry my roommates took forever, it ok if I come by now?","2025-08-29T09:54:17.882630Z"
188,"1","2025-08-29T09:54:22.101154Z","sms-00065","ham",4.024,"Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.","2025-08-29T09:54:22.101170Z"
189,"1","2025-08-29T09:54:26.167559Z","sms-00066","spam",3.908,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589","2025-08-29T09:54:26.167580Z"
190,"1","2025-08-29T09:54:47.651549Z","sms-00067","spam",21.286,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...","2025-08-29T09:54:47.651561Z"
191,"1","2025-08-29T09:54:49.208818Z","sms-00068","spam",1.408,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ","2025-08-29T09:54:49.208838Z"
192,"1","2025-08-29T09:54:52.776049Z","sms-00069","ham",3.414,"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!","2025-08-29T09:54:52.776067Z"
193,"1","2025-08-29T09:55:06.957909Z","sms-00070","ham",14.035,"I plane to give on this month end.","2025-08-29T09:55:06.957925Z"
194,"1","2025-08-29T09:55:09.830420Z","sms-00071","ham",2.724,"Wah lucky man... Then can save money... Hee...","2025-08-29T09:55:09.830439Z"
195,"1","2025-08-29T09:55:13.718688Z","sms-00072","ham",3.695,"Finished class where are you.","2025-08-29T09:55:13.718707Z"
196,"1","2025-08-29T09:55:16.657420Z","sms-00073","ham",2.78,"HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX","2025-08-29T09:55:16.657438Z"
197,"1","2025-08-29T09:55:21.491827Z","sms-00074","ham",4.688,"K..k:)where are you?how did you performed?","2025-08-29T09:55:21.491847Z"
198,"1","2025-08-29T09:55:22.856476Z","sms-00075","ham",1.22,"U can call me now...","2025-08-29T09:55:22.856493Z"
199,"1","2025-08-29T09:55:26.187561Z","sms-00076","ham",3.181,"I am waiting machan. Call me once you free.","2025-08-29T09:55:26.187584Z"
200,"1","2025-08-29T09:55:31.543646Z","sms-00077","ham",5.201,"Thats cool. i am a gentleman and will treat you with dignity and respect.","2025-08-29T09:55:31.543662Z"
201,"1","2025-08-29T09:55:35.842607Z","sms-00078","ham",4.143,"I like you peoples very much:) but am very shy pa.","2025-08-29T09:55:35.842625Z"
202,"1","2025-08-29T09:55:40.815651Z","sms-00079","ham",4.826,"Does not operate after  &lt;#&gt;  or what","2025-08-29T09:55:40.815669Z"
203,"1","2025-08-29T09:55:45.695011Z","sms-00080","ham",4.732,"Its not the same here. Still looking for a job. How much do Ta's earn there.","2025-08-29T09:55:45.695029Z"
204,"1","2025-08-29T09:55:47.077260Z","sms-00081","ham",1.225,"Sorry, I'll call later","2025-08-29T09:55:47.077278Z"
205,"1","2025-08-29T09:55:49.048127Z","sms-00082","ham",1.818,"K. Did you call me just now ah? ","2025-08-29T09:55:49.048142Z"
206,"1","2025-08-29T09:55:51.223491Z","sms-00083","ham",2.011,"Ok i am on the way to home hi hi","2025-08-29T09:55:51.223506Z"
207,"1","2025-08-29T09:55:53.030078Z","sms-00084","ham",1.655,"You will be in the place of that man","2025-08-29T09:55:53.030100Z"
208,"1","2025-08-29T09:55:54.690173Z","sms-00085","ham",1.511,"Yup next stop.","2025-08-29T09:55:54.690192Z"
209,"1","2025-08-29T09:55:58.278949Z","sms-00086","ham",3.422,"I call you later, don't have network. If urgnt, sms me.","2025-08-29T09:55:58.278969Z"
210,"1","2025-08-29T09:56:06.781161Z","sms-00087","ham",8.346,"For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.","2025-08-29T09:56:06.781180Z"
211,"1","2025-08-29T09:56:13.584633Z","sms-00088","ham",6.637,"Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.","2025-08-29T09:56:13.584652Z"
212,"1","2025-08-29T09:56:16.936298Z","sms-00089","ham",3.196,"I'm really not up to it still tonight babe","2025-08-29T09:56:16.936317Z"
213,"1","2025-08-29T09:56:20.045203Z","sms-00090","ham",2.944,"Ela kano.,il download, come wen ur free..","2025-08-29T09:56:20.045221Z"
214,"1","2025-08-29T09:56:23.297129Z","sms-00091","ham",3.087,"Yeah do! Don‘t stand to close tho- you‘ll catch something!","2025-08-29T09:56:23.297150Z"
215,"1","2025-08-29T09:56:28.866687Z","sms-00092","ham",5.401,"Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ","2025-08-29T09:56:28.866706Z"
216,"1","2025-08-29T09:56:38.625977Z","sms-00093","ham",9.595,"Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!","2025-08-29T09:56:38.625991Z"
217,"1","2025-08-29T09:56:42.245036Z","sms-00094","spam",3.458,"Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!","2025-08-29T09:56:42.245053Z"
218,"1","2025-08-29T09:56:48.748481Z","sms-00095","ham",6.328,"Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?","2025-08-29T09:56:48.748495Z"
219,"1","2025-08-29T09:56:51.354898Z","sms-00096","spam",2.446,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16","2025-08-29T09:56:51.354916Z"
220,"1","2025-08-29T09:56:54.661050Z","sms-00097","ham",3.157,"Watching telugu movie..wat abt u?","2025-08-29T09:56:54.661070Z"
221,"1","2025-08-29T09:57:00.534665Z","sms-00098","ham",5.709,"i see. When we finish we have loads of loans to pay","2025-08-29T09:57:00.534678Z"
222,"1","2025-08-29T09:57:06.570886Z","sms-00099","ham",5.877,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?""","2025-08-29T09:57:06.570900Z"
223,"1","2025-08-29T09:57:09.250527Z","sms-00100","ham",2.494,"I see a cup of coffee animation","2025-08-29T09:57:09.250546Z"
224,"1","2025-08-29T09:57:12.007255Z","sms-00101","ham",2.609,"Please don't text me anymore. I have nothing else to say.","2025-08-29T09:57:12.007269Z"
225,"1","2025-08-29T09:57:18.566755Z","sms-00102","ham",6.373,"Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx","2025-08-29T09:57:18.566773Z"
226,"1","2025-08-29T09:57:22.136906Z","sms-00103","ham",3.41,"I'm still looking for a car to buy. And have not gone 4the driving test yet.","2025-08-29T09:57:22.136924Z"
227,"1","2025-08-29T09:57:27.042321Z","sms-00104","spam",4.73,"As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune","2025-08-29T09:57:27.042341Z"
228,"1","2025-08-29T09:57:35.565142Z","sms-00105","ham",8.363,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.","2025-08-29T09:57:35.565161Z"
229,"1","2025-08-29T09:57:39.103856Z","sms-00106","ham",3.379,"Umma my life and vava umma love you lot dear","2025-08-29T09:57:39.103875Z"
230,"1","2025-08-29T09:57:42.453540Z","sms-00107","ham",3.188,"Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.","2025-08-29T09:57:42.453557Z"
231,"1","2025-08-29T09:57:44.184348Z","sms-00108","ham",1.571,"Aight, I'll hit you up when I get some cash","2025-08-29T09:57:44.184365Z"
232,"1","2025-08-29T09:57:54.930720Z","sms-00109","ham",10.579,"How would my ip address test that considering my computer isn't a minecraft server","2025-08-29T09:57:54.930738Z"
233,"1","2025-08-29T09:57:58.956746Z","sms-00110","ham",3.852,"I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...","2025-08-29T09:57:58.956765Z"
234,"1","2025-08-29T09:58:00.485858Z","sms-00111","ham",1.382,"Dont worry. I guess he's busy.","2025-08-29T09:58:00.485876Z"
235,"1","2025-08-29T09:58:03.447280Z","sms-00112","ham",2.784,"What is the plural of the noun research?","2025-08-29T09:58:03.447299Z"
236,"1","2025-08-29T09:58:07.223590Z","sms-00113","ham",3.616,"Going for dinner.msg you after.","2025-08-29T09:58:07.223605Z"
237,"1","2025-08-29T09:58:14.335615Z","sms-00114","ham",6.96,"I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.","2025-08-29T09:58:14.335632Z"
238,"1","2025-08-29T09:58:16.525505Z","sms-00115","spam",2.043,"GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm","2025-08-29T09:58:16.525523Z"
239,"1","2025-08-29T09:58:23.996196Z","sms-00116","ham",7.314,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?","2025-08-29T09:58:23.996216Z"
240,"1","2025-08-29T09:58:37.404106Z","sms-00117","ham",13.241,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.","2025-08-29T09:58:37.404119Z"
241,"1","2025-08-29T09:58:40.130060Z","sms-00118","spam",2.554,"You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ","2025-08-29T09:58:40.130083Z"
242,"1","2025-08-29T09:58:42.754353Z","sms-00119","ham",2.465,"Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ","2025-08-29T09:58:42.754373Z"
243,"1","2025-08-29T09:58:46.530158Z","sms-00120","ham",3.623,"Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.","2025-08-29T09:58:46.530176Z"
244,"1","2025-08-29T09:58:48.287516Z","sms-00121","spam",1.602,"PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires","2025-08-29T09:58:48.287533Z"
245,"1","2025-08-29T09:58:49.704095Z","sms-00122","spam",1.266,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM","2025-08-29T09:58:49.704111Z"
246,"1","2025-08-29T09:58:57.698685Z","sms-00123","ham",7.824,"here is my new address -apples&pairs&all that malarky","2025-08-29T09:58:57.698712Z"
247,"1","2025-08-29T09:59:01.055505Z","sms-00124","spam",3.183,"Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app","2025-08-29T09:59:01.055521Z"
248,"1","2025-08-29T09:59:05.362659Z","sms-00125","ham",4.159,"I am going to sao mu today. Will be done only at 12 ","2025-08-29T09:59:05.362676Z"
249,"1","2025-08-29T09:59:08.265837Z","sms-00126","ham",2.75,"Ü predict wat time ü'll finish buying?","2025-08-29T09:59:08.265856Z"
250,"1","2025-08-29T09:59:09.729524Z","sms-00127","ham",1.305,"Good stuff, will do.","2025-08-29T09:59:09.729540Z"
251,"1","2025-08-29T09:59:16.033055Z","sms-00128","ham",6.148,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.","2025-08-29T09:59:16.033071Z"
252,"1","2025-08-29T09:59:17.468710Z","sms-00129","ham",1.272,"Are you there in room.","2025-08-29T09:59:17.468729Z"
253,"1","2025-08-29T09:59:40.975025Z","sms-00130","ham",23.339,"HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx","2025-08-29T09:59:40.975049Z"
254,"1","2025-08-29T09:59:43.258777Z","sms-00131","ham",2.111,"K..k:)how much does it cost?","2025-08-29T09:59:43.258793Z"
255,"1","2025-08-29T09:59:44.506716Z","sms-00132","ham",1.095,"I'm home.","2025-08-29T09:59:44.506735Z"
256,"1","2025-08-29T09:59:47.622167Z","sms-00133","ham",2.955,"Dear, will call Tmorrow.pls accomodate.","2025-08-29T09:59:47.622181Z"
257,"1","2025-08-29T09:59:49.260227Z","sms-00134","ham",1.475,"First answer my question.","2025-08-29T09:59:49.260245Z"
258,"1","2025-08-29T09:59:56.427793Z","sms-00135","spam",7.003,"Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone","2025-08-29T09:59:56.427810Z"
259,"1","2025-08-29T10:00:01.915094Z","sms-00136","spam",5.322,"Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p","2025-08-29T10:00:01.915108Z"
260,"1","2025-08-29T10:00:07.135216Z","sms-00137","ham",5.058,"I only haf msn. It's yijue@hotmail.com","2025-08-29T10:00:07.135230Z"
261,"1","2025-08-29T10:00:14.345709Z","sms-00138","ham",7.03,"He is there. You call and meet him","2025-08-29T10:00:14.345734Z"
262,"1","2025-08-29T10:00:18.940946Z","sms-00139","ham",4.082,"No no. I will check all rooms befor activities","2025-08-29T10:00:18.940963Z"
263,"1","2025-08-29T10:00:28.208075Z","sms-00140","spam",9.119,"You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again","2025-08-29T10:00:28.208090Z"
264,"1","2025-08-29T10:00:30.918659Z","sms-00141","ham",2.532,"Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...","2025-08-29T10:00:30.918681Z"
265,"1","2025-08-29T10:00:34.155378Z","sms-00142","ham",3.086,"K, text me when you're on the way","2025-08-29T10:00:34.155393Z"
266,"1","2025-08-29T10:00:36.210665Z","sms-00143","ham",1.916,"Sir, Waiting for your mail.","2025-08-29T10:00:36.210674Z"
267,"1","2025-08-29T10:00:40.689440Z","sms-00144","ham",4.331,"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8","2025-08-29T10:00:40.689461Z"
268,"1","2025-08-29T10:00:44.243900Z","sms-00145","ham",3.405,"I know you are. Can you pls open the back?","2025-08-29T10:00:44.243917Z"
269,"1","2025-08-29T10:00:50.346351Z","sms-00146","ham",5.943,"Yes see ya not on the dot","2025-08-29T10:00:50.346370Z"
270,"1","2025-08-29T10:00:53.270776Z","sms-00147","ham",2.774,"Whats the staff name who is taking class for us?","2025-08-29T10:00:53.270793Z"
271,"1","2025-08-29T10:00:59.977721Z","sms-00148","spam",6.551,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end","2025-08-29T10:00:59.977740Z"
272,"1","2025-08-29T10:01:06.744613Z","sms-00149","ham",6.604,"Ummma.will call after check in.our life will begin from qatar so pls pray very hard.","2025-08-29T10:01:06.744630Z"
273,"1","2025-08-29T10:01:11.053005Z","sms-00150","ham",4.153,"K..i deleted my contact that why?","2025-08-29T10:01:11.053023Z"
274,"1","2025-08-29T10:01:15.305807Z","sms-00151","ham",4.103,"Sindu got job in birla soft ..","2025-08-29T10:01:15.305822Z"
275,"1","2025-08-29T10:01:19.587850Z","sms-00152","ham",4.118,"The wine is flowing and i'm i have nevering..","2025-08-29T10:01:19.587867Z"
